A	1	0	4	9	10	10	6.7777777778
B	2	3	5	6	7	8	5.8333333333
C	3	0	2.5	7	8.5	10	5.75
D	4	4	6	7	9.5	10	7.4285714286
E	5	7	7	8	10	10	8.4
F	6	6	7	8	9	10	8

